miRNA,Target gene,Gene id,PMID,Source,RadiationDB_target gene_annotation
hsa-miR-145-5p,RPA1,6117,25354783,miRTarBase,Experiment
hsa-miR-145-5p,MCM2,4171,25354783,miRTarBase,-
hsa-miR-145-5p,SPTLC1,10558,25354783,miRTarBase,-
hsa-miR-145-5p,MYOCD,93649,26181633,miRTarBase,-
hsa-miR-145-5p,MTDH,92140,27765924//25428378,miRTarBase,Experiment
hsa-miR-145-5p,TUG1,55000,27983921,miRTarBase,Experiment
hsa-miR-145-5p,CAMK1D,57118,26586766,miRTarBase,-
hsa-miR-145-5p,FXN,2395,26717909,miRTarBase,-
hsa-miR-145-5p,CRNDE,643911,28490034,miRTarBase,-
hsa-miR-145-5p,PXN,5829,25973017,miRTarBase,Experiment
hsa-miR-145-5p,MSH3,4437,26852750,miRTarBase,-
hsa-miR-145-5p,CD40,958,27731400,miRTarBase,Experiment
hsa-miR-145-5p,TGFB2,7042,27388239,miRTarBase,-
hsa-miR-145-5p,SMAD2,4087,27388239,miRTarBase,-
hsa-miR-145-5p,VPS51,738,27570490,miRTarBase,-
hsa-miR-146a-5p,CXCR4,7852,18568019//26082201,miRTarBase,Experiment
hsa-miR-146a-5p,CFH,3075,19540598//18801740,miRTarBase,-
hsa-miR-146a-5p,IRAK2,3656,20124483//25889446,miRTarBase,Experiment
hsa-miR-146a-5p,TLR2,7097,20375304,miRTarBase,-
hsa-miR-146a-5p,FADD,8772,19965651,miRTarBase,-
hsa-miR-146a-5p,TRAF6,7189,18504431//20061417//20375304//19898489//19918258//16885212//20542134//21178010//22593544//20110513//24107356//23685241//25889446//27904767,miRTarBase,Prediction
hsa-miR-146a-5p,IRAK1,3654,18504431//20061417//19918258//16885212//20542134//21178010//21632853//22593544//20110513//23680172//22992343//23018031//24867582//24107356//23952003//25623956//26151128//27636999//25889446//27922090//25805648,miRTarBase,-
hsa-miR-146a-5p,ROCK1,6093,18174313//26306811//27221467,miRTarBase,Experiment
hsa-miR-146a-5p,BRCA2,675,18660546,miRTarBase,Experiment
hsa-miR-146a-5p,BRCA1,672,18660546//19944095//23671131,miRTarBase,Experiment
hsa-miR-146a-5p,FAF1,11124,20459811,miRTarBase,-
hsa-miR-146a-5p,CCNA2,890,19944095,miRTarBase,Prediction
hsa-miR-146a-5p,PA2G4,5036,19944095,miRTarBase,-
hsa-miR-146a-5p,CXCL8,3576,18504431,miRTarBase,Experiment
hsa-miR-146a-5p,NFKB1,4790,18504431//20124483//23706078//25052989,miRTarBase,Experiment
hsa-miR-146a-5p,EGFR,1956,20124483//21632853//22161865//19190326//23555954//24839931//27818285,miRTarBase,Experiment
hsa-miR-146a-5p,MTA2,9219,20124483,miRTarBase,-
hsa-miR-146a-5p,CD40LG,959,21236257,miRTarBase,-
hsa-miR-146a-5p,FAS,355,20656888//23645835,miRTarBase,-
hsa-miR-146a-5p,ERBB4,2066,20864407//23619365,miRTarBase,-
hsa-miR-146a-5p,SMAD4,4089,22507670//21968601//22020746//24939082//23832538//27438138,miRTarBase,Experiment
hsa-miR-146a-5p,TLR4,7099,21329689,miRTarBase,-
hsa-miR-146a-5p,WASF2,10163,23435376//28387985,miRTarBase,-
hsa-miR-146a-5p,STAT1,6772,23890093//23698745//25889446,miRTarBase,Experiment
hsa-miR-146a-5p,UHRF1,29128,23982143,miRTarBase,Experiment
hsa-miR-146a-5p,CD80,941,26505653,miRTarBase,-
hsa-miR-146a-5p,SLPI,6590,20110513,miRTarBase,Experiment
hsa-miR-146a-5p,L1CAM,3897,22711166,miRTarBase,Experiment
hsa-miR-146a-5p,SMN1,6606,22020746,miRTarBase,-
hsa-miR-146a-5p,CARD10,29775,22992343//24985472,miRTarBase,-
hsa-miR-146a-5p,COPS8,10920,22992343,miRTarBase,-
hsa-miR-146a-5p,ELAVL1,1994,23733368,miRTarBase,Experiment
hsa-miR-146a-5p,NUMB,8650,24302991//24092752,miRTarBase,Experiment
hsa-miR-146a-5p,ICAM1,3383,24867582,miRTarBase,Prediction
hsa-miR-146a-5p,SMAD2,4087,24892945,miRTarBase,-
hsa-miR-146a-5p,PTGS2,5743,22699322,miRTarBase,Experiment
hsa-miR-146a-5p,CCL5,6352,24996260,miRTarBase,-
hsa-miR-146a-5p,PTGES2,80142,23589616,miRTarBase,-
hsa-miR-146a-5p,CNOT6L,246175,23591815,miRTarBase,-
hsa-miR-146a-5p,SIKE1,80143,23963696,miRTarBase,-
hsa-miR-146a-5p,CXCL12,6387,23963696,miRTarBase,-
hsa-miR-146a-5p,PRKCE,5581,23457043//25308712,miRTarBase,Experiment
hsa-miR-146a-5p,HOXD10,3236,25010866,miRTarBase,-
hsa-miR-146a-5p,RAC1,5879,25214035,miRTarBase,Experiment
hsa-miR-146a-5p,LAMC2,3918,25214035,miRTarBase,Prediction
hsa-miR-146a-5p,MT-CO2,4513,25047043//25767384,miRTarBase,Experiment
hsa-miR-146a-5p,DUSP1,1843,23825193,miRTarBase,Experiment
hsa-miR-146a-5p,RNF11,26994,23345523,miRTarBase,-
hsa-miR-146a-5p,SOS1,6654,25469565,miRTarBase,Experiment
hsa-miR-146a-5p,CASP7,840,27449900,miRTarBase,-
hsa-miR-146a-5p,BCLAF1,9774,27449900,miRTarBase,-
hsa-miR-146a-5p,CPM,1368,28186967,miRTarBase,-
hsa-miR-146a-5p,NOTCH2,4853,27832663//28278511//26165719,miRTarBase,Experiment
hsa-miR-146a-5p,SOX2,6657,26159827,miRTarBase,Experiment
hsa-miR-146a-5p,IL6,3569,25265569,miRTarBase,Experiment
hsa-miR-146a-5p,RHOA,387,27175941,miRTarBase,Experiment
hsa-miR-146a-5p,IS2,282552,26238771,miRTarBase,-
hsa-miR-146a-5p,LFNG,3955,27311960,miRTarBase,-
hsa-miR-146a-5p,TGFB1,7040,28337286,miRTarBase,Experiment
hsa-miR-146a-5p,MIF,4282,27569893,miRTarBase,-
hsa-miR-146a-5p,FANCM,57697,27351285,miRTarBase,-
hsa-miR-146a-5p,NOTCH1,4851,26165719,miRTarBase,Experiment
hsa-miR-146a-5p,LRP2,4036,27241555,miRTarBase,-
hsa-miR-146a-5p,CCND2,894,27494902,miRTarBase,Prediction
hsa-miR-146a-5p,CCND1,595,27494902,miRTarBase,Experiment
hsa-miR-146a-5p,NFAT5,10725,25515214,miRTarBase,-
hsa-miR-146a-5p,RHO,6010,25515214,miRTarBase,-
hsa-miR-146a-5p,RARB,5915,27011326,miRTarBase,-
hsa-miR-146a-5p,NOS1,4842,28218896,miRTarBase,-
hsa-miR-146a-5p,PLAUR,5329,26082201,miRTarBase,Experiment
hsa-miR-146b-3p,MAT2A,4144,26418898,miRTarBase,-
hsa-miR-146b-3p,PER1,5187,25771167,miRTarBase,-
hsa-miR-146b-3p,NPAS4,266743,25771167,miRTarBase,-
hsa-miR-146b-3p,IRAK1,3654,25771167,miRTarBase,-
hsa-miR-146b-5p,NFKB1,4790,18504431,miRTarBase,Experiment
hsa-miR-146b-5p,MMP16,4325,19265686//21823013//23796692,miRTarBase,-
hsa-miR-146b-5p,KIT,3815,16365291,miRTarBase,-
hsa-miR-146b-5p,TRAF6,7189,16885212//26320176,miRTarBase,Prediction
hsa-miR-146b-5p,IRAK1,3654,16885212//23680172//27533309,miRTarBase,-
hsa-miR-146b-5p,TLR4,7099,23798430,miRTarBase,-
hsa-miR-146b-5p,UHRF1,29128,23982143,miRTarBase,Experiment
hsa-miR-146b-5p,PDGFRA,5156,24982425,miRTarBase,-
hsa-miR-146b-5p,HNRNPD,3184,25261470,miRTarBase,-
hsa-miR-146b-5p,ZNRF3,84133,26549292//25547151,miRTarBase,-
hsa-miR-146b-5p,IL6,3569,26338965,miRTarBase,Experiment
hsa-miR-146b-5p,PAX8,7849,26282166,miRTarBase,-
hsa-miR-146b-5p,RARB,5915,27011326,miRTarBase,-
hsa-miR-146b-5p,EGFR,1956,25760482,miRTarBase,Experiment
hsa-miR-146b-5p,ERBB4,2066,27400799,miRTarBase,-
hsa-miR-146b-5p,SLC5A5,6528,25960292,miRTarBase,-
hsa-miR-146b-5p,MALAT1,378938,28404923,miRTarBase,Experiment
hsa-miR-147a,VEGFA,7422,18320040,miRTarBase,Experiment
hsa-miR-147a,MCM3,4172,23028679,miRTarBase,Experiment
hsa-miR-147a,NDUFA4,4697,23028679,miRTarBase,-
hsa-miR-147a,PSMA3,5684,23028679,miRTarBase,-
hsa-miR-147a,HIF3A,64344,27260617,miRTarBase,-
hsa-miR-147a,SLC22A3,6581,27417586,miRTarBase,Experiment
hsa-miR-148b-3p,HLA-G,3135,17847008,miRTarBase,-
hsa-miR-148b-3p,CCKBR,887,21205300//22020560,miRTarBase,-
hsa-miR-148b-3p,ITGA5,3678,23238785//23233531,miRTarBase,-
hsa-miR-148b-3p,ROCK1,6093,23238785//23233531//26530325,miRTarBase,Experiment
hsa-miR-148b-3p,PIK3CA,5290,23238785//23233531,miRTarBase,Experiment
hsa-miR-148b-3p,NRAS,4893,23238785//23233531,miRTarBase,-
hsa-miR-148b-3p,CSF1,1435,23238785//23233531,miRTarBase,-
hsa-miR-148b-3p,ALCAM,214,23667173,miRTarBase,Experiment
hsa-miR-148b-3p,PRKAB1,5564,23171948,miRTarBase,-
hsa-miR-148b-3p,ACVR1,90,23227223,miRTarBase,-
hsa-miR-148b-3p,MAP3K9,4293,26573018,miRTarBase,-
hsa-miR-148b-3p,HSP90AA1,3320,28337290,miRTarBase,Experiment
hsa-miR-148b-3p,HOTAIR,100124700,27446363,miRTarBase,Experiment
hsa-miR-148b-3p,MLH1,4292,26759383,miRTarBase,Experiment
hsa-miR-148b-3p,PIK3R3,8503,24632606,miRTarBase,-
hsa-miR-148b-3p,WNT1,7471,26664144,miRTarBase,Experiment
hsa-miR-148b-3p,SLC2A1,6513,28440026,miRTarBase,Experiment
hsa-miR-148b-3p,CYBB,1536,28235791,miRTarBase,-
hsa-miR-149-5p,SP1,6667,22821729//22819824,miRTarBase,Experiment
hsa-miR-149-5p,FOXM1,2305,23762558//27415661,miRTarBase,Experiment
hsa-miR-149-5p,ZBTB2,57621,23144691,miRTarBase,-
hsa-miR-149-5p,GIT1,28964,24608434,miRTarBase,-
hsa-miR-149-5p,FGFR1,2260,24463821,miRTarBase,Experiment
hsa-miR-149-5p,GPC1,2817,24463821,miRTarBase,-
hsa-miR-149-5p,MYD88,4615,24375488,miRTarBase,-
hsa-miR-149-5p,IL6,3569,25916550,miRTarBase,Experiment
hsa-miR-149-5p,PTGER2,5732,25916550,miRTarBase,-
hsa-miR-149-5p,BBC3,27113,23873935,miRTarBase,Experiment
hsa-miR-149-5p,FGF21,26291,27061435,miRTarBase,-
hsa-miR-149-5p,MTHFR,4524,28045918,miRTarBase,-
hsa-miR-149-5p,FASLG,356,28013316,miRTarBase,-
hsa-miR-149-5p,PPM1F,9647,26498692,miRTarBase,-
hsa-miR-150-5p,MYB,4602,18667440//18539114//18814950//20603081//17923094//22025269//23604034//24613688//24438945//24086639//23521217,miRTarBase,Experiment
hsa-miR-150-5p,EGR2,1959,20067763//23604034,miRTarBase,-
hsa-miR-150-5p,VEGFA,7422,18320040,miRTarBase,Experiment
hsa-miR-150-5p,P2RX7,5027,18682393//24312495,miRTarBase,Prediction
hsa-miR-150-5p,MUC4,4585,21983127,miRTarBase,-
hsa-miR-150-5p,CXCR4,7852,22039399,miRTarBase,Experiment
hsa-miR-150-5p,ZEB1,6935,23013135//23765923,miRTarBase,Experiment
hsa-miR-150-5p,NOTCH3,4854,21551231,miRTarBase,-
hsa-miR-150-5p,FLT3,2322,23079661,miRTarBase,Experiment
hsa-miR-150-5p,EP300,2033,23211718//27285761,miRTarBase,-
hsa-miR-150-5p,TP53,7157,23747308//23670238,miRTarBase,Experiment
hsa-miR-150-5p,BIRC5,332,24613688,miRTarBase,Experiment
hsa-miR-150-5p,SRCIN1,80725,24456795,miRTarBase,-
hsa-miR-150-5p,CBL,867,23604034,miRTarBase,-
hsa-miR-150-5p,COL4A4,1286,23604143,miRTarBase,-
hsa-miR-150-5p,SP1,6667,23604143//28099946,miRTarBase,Experiment
hsa-miR-150-5p,CISH,1154,23723424,miRTarBase,-
hsa-miR-150-5p,CCR6,1235,24385540,miRTarBase,Experiment
hsa-miR-150-5p,ZNRD2,10534,25435958,miRTarBase,Experiment
hsa-miR-150-5p,CREB1,1385,27285761,miRTarBase,Experiment
hsa-miR-150-5p,STAT5B,6777,27447965,miRTarBase,Experiment
hsa-miR-150-5p,STAT1,6772,26025667,miRTarBase,Experiment
hsa-miR-150-5p,POLD3,10714,27862371,miRTarBase,-
hsa-miR-150-5p,NANOG,79923,27917123,miRTarBase,Experiment
hsa-miR-150-5p,PRKCA,5578,26232986,miRTarBase,Experiment
hsa-miR-150-5p,MMP14,4323,25549355,miRTarBase,-
hsa-miR-150-5p,ARRB2,409,26549736,miRTarBase,-
hsa-miR-150-5p,ZNF350,59348,27586871,miRTarBase,-
hsa-miR-150-5p,SLC2A1,6513,26746193,miRTarBase,Experiment
hsa-miR-153-3p,BCL2,596,19676043,miRTarBase,Experiment
hsa-miR-153-3p,FOXO1,2308,20028871,miRTarBase,-
hsa-miR-153-3p,MCL1,4170,19676043//20829195,miRTarBase,Experiment
hsa-miR-153-3p,SNCA,6622,20106983,miRTarBase,Prediction
hsa-miR-153-3p,SNAI1,6615,23188671//25678802//26232914//28400282,miRTarBase,Experiment
hsa-miR-153-3p,ZEB2,9839,23188671,miRTarBase,Experiment
hsa-miR-153-3p,NFE2L2,4780,23236440//26116522,miRTarBase,Experiment
hsa-miR-153-3p,HMGB1,3146,26633009,miRTarBase,Experiment
hsa-miR-153-3p,PTEN,5728,23060044,miRTarBase,Experiment
hsa-miR-153-3p,PRDX2,7001,26633009,miRTarBase,Experiment
hsa-miR-153-3p,HECTD3,79654,27508098,miRTarBase,-
hsa-miR-153-3p,MTDH,92140,25794773,miRTarBase,Experiment
hsa-miR-153-3p,BMPR2,659,26151470,miRTarBase,-
hsa-miR-153-3p,KLF5,688,27284339,miRTarBase,-
hsa-miR-153-3p,IDO1,3620,27340781,miRTarBase,Experiment
hsa-miR-155-5p,MEIS1,4211,18950466,miRTarBase,-
hsa-miR-155-5p,TAB2,23118,19193853//20852130//23449975//20680360,miRTarBase,-
hsa-miR-155-5p,MECP2,4204,19897480//20388499,miRTarBase,-
hsa-miR-155-5p,SOCS1,8651,20354188//21355095//22387553//22771905//24351865//23436936//27470349//25998827//27817193//27811366,miRTarBase,Experiment
hsa-miR-155-5p,MSH6,2956,20351277,miRTarBase,-
hsa-miR-155-5p,MSH2,4436,20351277,miRTarBase,Experiment
hsa-miR-155-5p,MLH1,4292,20351277//23715647,miRTarBase,Experiment
hsa-miR-155-5p,INPP5D,3635,19890474//20041145//19359473//19641183//24522920//25971362,miRTarBase,-
hsa-miR-155-5p,DET1,55070,18367535//20584899//26497687,miRTarBase,-
hsa-miR-155-5p,SMAD5,4090,18367535//20133617//20427544,miRTarBase,-
hsa-miR-155-5p,HIVEP2,3097,18367535//20427544//20584899,miRTarBase,-
hsa-miR-155-5p,ZNF652,22834,18367535//20584899//22797073,miRTarBase,-
hsa-miR-155-5p,ZIC3,7547,18367535//19177201,miRTarBase,-
hsa-miR-155-5p,BACH1,571,19193853//17881434//18299402//18367535//21541331//20584899,miRTarBase,-
hsa-miR-155-5p,JARID2,3720,19759154//23185331//20584899//25097177//26497687,miRTarBase,-
hsa-miR-155-5p,APC,324,19136465//23796566//22610915,miRTarBase,-
hsa-miR-155-5p,TRIP13,9319,20584899,miRTarBase,-
hsa-miR-155-5p,TRIM32,22954,26497687,miRTarBase,-
hsa-miR-155-5p,SMAD1,4086,20427544,miRTarBase,-
hsa-miR-155-5p,SDCBP,6386,24604078,miRTarBase,-
hsa-miR-155-5p,PKN2,5586,20584899,miRTarBase,-
hsa-miR-155-5p,PICALM,8301,20584899,miRTarBase,-
hsa-miR-155-5p,PHC2,1912,20584899,miRTarBase,-
hsa-miR-155-5p,PDLIM5,10611,20584899,miRTarBase,-
hsa-miR-155-5p,NARS1,4677,20584899,miRTarBase,-
hsa-miR-155-5p,MYO10,4651,20427544,miRTarBase,-
hsa-miR-155-5p,DHX40,79665,20584899,miRTarBase,-
hsa-miR-155-5p,CLDN1,9076,24604078,miRTarBase,Prediction
hsa-miR-155-5p,CEBPB,1051,18367535//19193853//20427544//21813606//19596814//19887047//23749759//23612310,miRTarBase,-
hsa-miR-155-5p,BRPF3,27154,17668390,miRTarBase,-
hsa-miR-155-5p,ARID2,196528,18367535//20584899,miRTarBase,-
hsa-miR-155-5p,TM6SF1,53346,17881434,miRTarBase,-
hsa-miR-155-5p,MATR3,9782,17881434,miRTarBase,-
hsa-miR-155-5p,LDOC1,23641,17881434,miRTarBase,-
hsa-miR-155-5p,RHOA,387,18794355,miRTarBase,Experiment
hsa-miR-155-5p,AGTR1,185,17668390//19177201//17588946//20735984//16675453//21310411//22664914,miRTarBase,-
hsa-miR-155-5p,TP53INP1,94241,17911264//21093163//20584899//23209550//24152184//23568502//25601564,miRTarBase,Experiment
hsa-miR-155-5p,FGF7,2252,19701459//19177201,miRTarBase,-
hsa-miR-155-5p,IKBKE,9641,18753206//19177201//24151514//26934326,miRTarBase,-
hsa-miR-155-5p,SPI1,6688,19386588//20680360//25288398//25092144,miRTarBase,-
hsa-miR-155-5p,EDN1,1906,19783678,miRTarBase,-
hsa-miR-155-5p,FOXO3,2309,20371610//21304824//23970205//27091996//28006785//28401267,miRTarBase,Experiment
hsa-miR-155-5p,MAFB,9935,22797699,miRTarBase,-
hsa-miR-155-5p,TSHZ3,57616,19177201,miRTarBase,-
hsa-miR-155-5p,RUNX2,860,20427544,miRTarBase,-
hsa-miR-155-5p,IFNGR1,3459,19877012,miRTarBase,-
hsa-miR-155-5p,KBTBD2,25948,20584899,miRTarBase,-
hsa-miR-155-5p,ETS1,2113,18950466//21310411//20584899//23616573,miRTarBase,-
hsa-miR-155-5p,TLE4,7091,20584899,miRTarBase,-
hsa-miR-155-5p,CCN1,3491,20452491//24705102,miRTarBase,-
hsa-miR-155-5p,SMAD2,4087,21036908//20584899//22426647,miRTarBase,-
hsa-miR-155-5p,MYB,4602,21062812//20680360,miRTarBase,Experiment
hsa-miR-155-5p,SKI,6497,21062812//21466664,miRTarBase,-
hsa-miR-155-5p,RNF123,63891,21355095//28389511,miRTarBase,-
hsa-miR-155-5p,CSF1R,1436,21355095//24198819,miRTarBase,-
hsa-miR-155-5p,SOX6,55553,21989846,miRTarBase,-
hsa-miR-155-5p,CKAP5,9793,21799781,miRTarBase,-
hsa-miR-155-5p,JUN,3725,22508041,miRTarBase,Experiment
hsa-miR-155-5p,PKIA,5569,22473996,miRTarBase,-
hsa-miR-155-5p,CSNK1A1,1452,22350414//20584899,miRTarBase,-
hsa-miR-155-5p,GCSAM,257144,22096245,miRTarBase,-
hsa-miR-155-5p,KDM3A,55818,21541331,miRTarBase,-
hsa-miR-155-5p,UQCRFS1,7386,20550618,miRTarBase,-
hsa-miR-155-5p,IL13RA1,3597,21097505,miRTarBase,-
hsa-miR-155-5p,FADD,8772,21706480,miRTarBase,-
hsa-miR-155-5p,BCL6,604,23041630//26986233,miRTarBase,-
hsa-miR-155-5p,MITF,4286,22771905//25853464,miRTarBase,-
hsa-miR-155-5p,MAP3K10,4294,23189122//20584899,miRTarBase,-
hsa-miR-155-5p,NOS3,4846,23108656,miRTarBase,Prediction
hsa-miR-155-5p,ANAPC16,119504,20584899,miRTarBase,-
hsa-miR-155-5p,MYLK,4638,24486510,miRTarBase,-
hsa-miR-155-5p,MYD88,4615,21030878,miRTarBase,-
hsa-miR-155-5p,PSIP1,11168,23028330//26497687,miRTarBase,-
hsa-miR-155-5p,EXOSC2,23404,20584899,miRTarBase,-
hsa-miR-155-5p,LNX2,222484,20584899,miRTarBase,-
hsa-miR-155-5p,MEF2A,4205,20584899,miRTarBase,-
hsa-miR-155-5p,CLUAP1,23059,20584899,miRTarBase,-
hsa-miR-155-5p,CARD11,84433,20584899,miRTarBase,-
hsa-miR-155-5p,PCDH9,5101,20584899,miRTarBase,-
hsa-miR-155-5p,CARHSP1,23589,20584899,miRTarBase,Experiment
hsa-miR-155-5p,VPS35L,57020,20584899,miRTarBase,-
hsa-miR-155-5p,GPM6B,2824,20680360,miRTarBase,-
hsa-miR-155-5p,LRIF1,55791,20584899,miRTarBase,-
hsa-miR-155-5p,TAF5L,27097,20584899,miRTarBase,-
hsa-miR-155-5p,MORC3,23515,20584899,miRTarBase,-
hsa-miR-155-5p,MBNL3,55796,20584899,miRTarBase,-
hsa-miR-155-5p,NKX3-1,4824,24282594,miRTarBase,-
hsa-miR-155-5p,TSPAN14,81619,20584899,miRTarBase,-
hsa-miR-155-5p,INTS6,26512,20584899,miRTarBase,-
hsa-miR-155-5p,PRKAR1A,5573,20584899,miRTarBase,-
hsa-miR-155-5p,FAM199X,139231,20584899,miRTarBase,-
hsa-miR-155-5p,SAP30L,79685,20584899,miRTarBase,-
hsa-miR-155-5p,MRPS27,23107,20584899,miRTarBase,-
hsa-miR-155-5p,OLR1,4973,21030878,miRTarBase,-
hsa-miR-155-5p,CD68,968,21030878,miRTarBase,-
hsa-miR-155-5p,CEP41,95681,20584899,miRTarBase,-
hsa-miR-155-5p,CIAPIN1,57019,20584899,miRTarBase,-
hsa-miR-155-5p,TRAK1,22906,20584899,miRTarBase,-
hsa-miR-155-5p,CYP2U1,113612,20584899,miRTarBase,-
hsa-miR-155-5p,IL17RB,55540,20584899,miRTarBase,-
hsa-miR-155-5p,TBC1D14,57533,20584899,miRTarBase,-
hsa-miR-155-5p,ZNF254,9534,20584899,miRTarBase,-
hsa-miR-155-5p,RAPGEF2,9693,20584899,miRTarBase,-
hsa-miR-155-5p,WBP1L,54838,20584899,miRTarBase,-
hsa-miR-155-5p,MRPL18,29074,20584899,miRTarBase,-
hsa-miR-155-5p,MAP3K14,9020,20584899,miRTarBase,-
hsa-miR-155-5p,ARMC2,84071,20584899,miRTarBase,-
hsa-miR-155-5p,LCORL,254251,20584899,miRTarBase,-
hsa-miR-155-5p,APAF1,317,20584899,miRTarBase,Experiment
hsa-miR-155-5p,PALS1,64398,20584899,miRTarBase,-
hsa-miR-155-5p,RAB11FIP2,22841,20584899,miRTarBase,-
hsa-miR-155-5p,ARL15,54622,20584899,miRTarBase,-
hsa-miR-155-5p,LRRC59,55379,20584899,miRTarBase,-
hsa-miR-155-5p,ANXA2,302,24604078,miRTarBase,Experiment
hsa-miR-155-5p,FAM91A1,157769,20584899,miRTarBase,-
hsa-miR-155-5p,CEP83,51134,20584899,miRTarBase,-
hsa-miR-155-5p,MARF1,9665,20584899,miRTarBase,-
hsa-miR-155-5p,DCUN1D2,55208,20584899,miRTarBase,-
hsa-miR-155-5p,KLHL5,51088,20584899,miRTarBase,-
hsa-miR-155-5p,AGO4,192670,20584899,miRTarBase,-
hsa-miR-155-5p,HBP1,26959,20584899//24675724,miRTarBase,Experiment
hsa-miR-155-5p,WWC1,23286,20584899,miRTarBase,-
hsa-miR-155-5p,WEE1,7465,20584899,miRTarBase,Experiment
hsa-miR-155-5p,PALD1,27143,20584899,miRTarBase,-
hsa-miR-155-5p,CCND1,595,22858023//26955820,miRTarBase,Experiment
hsa-miR-155-5p,CXCL8,3576,21030878,miRTarBase,Experiment
hsa-miR-155-5p,PHF14,9678,20584899,miRTarBase,-
hsa-miR-155-5p,INPP5F,22876,20584899,miRTarBase,-
hsa-miR-155-5p,FAM177A1,283635,20584899,miRTarBase,-
hsa-miR-155-5p,SECISBP2,79048,20584899,miRTarBase,-
hsa-miR-155-5p,PAK2,5062,20584899,miRTarBase,Prediction
hsa-miR-155-5p,ZNF28,7576,20584899,miRTarBase,-
hsa-miR-155-5p,MCM8,84515,20584899,miRTarBase,-
hsa-miR-155-5p,SMARCA4,6597,20584899//28251496,miRTarBase,-
hsa-miR-155-5p,UBQLN1,29979,20584899,miRTarBase,-
hsa-miR-155-5p,NFKB1,4790,26934326,miRTarBase,Experiment
hsa-miR-155-5p,ZNF611,81856,20584899,miRTarBase,-
hsa-miR-155-5p,VPS18,57617,20584899,miRTarBase,-
hsa-miR-155-5p,NSD3,54904,21030878,miRTarBase,-
hsa-miR-155-5p,MASTL,84930,18668040,miRTarBase,Experiment
hsa-miR-155-5p,MYBL1,4603,20584899//18668040,miRTarBase,-
hsa-miR-155-5p,GATM,2628,20584899//18668040,miRTarBase,-
hsa-miR-155-5p,E2F2,1870,20584899//26967247,miRTarBase,-
hsa-miR-155-5p,FAM135A,57579,18950466,miRTarBase,-
hsa-miR-155-5p,C3orf18,51161,21036908//20584899,miRTarBase,-
hsa-miR-155-5p,SHANK2,22941,22797699,miRTarBase,-
hsa-miR-155-5p,SH3PXD2A,9644,22797699,miRTarBase,-
hsa-miR-155-5p,PIK3R1,5295,22609116,miRTarBase,-
hsa-miR-155-5p,VHL,7428,23353819,miRTarBase,-
hsa-miR-155-5p,MMP16,4325,22348515,miRTarBase,-
hsa-miR-155-5p,FOS,2353,27513856,miRTarBase,Prediction
hsa-miR-155-5p,MAPK14,1432,25535908,miRTarBase,Experiment
hsa-miR-155-5p,MYC,4609,24969405,miRTarBase,Experiment
hsa-miR-155-5p,SEL1L,6400,23661430,miRTarBase,-
hsa-miR-155-5p,DOCK1,1793,24604078,miRTarBase,-
hsa-miR-155-5p,RAD51,5888,24616504,miRTarBase,Experiment
hsa-miR-155-5p,THRB,7068,24849932,miRTarBase,-
hsa-miR-155-5p,TERF1,7013,24876105,miRTarBase,-
hsa-miR-155-5p,HIF1A,3091,25143000,miRTarBase,Experiment
hsa-miR-155-5p,MXI1,4601,24376632,miRTarBase,-
hsa-miR-155-5p,MAPK13,5603,25535908,miRTarBase,Prediction
hsa-miR-155-5p,SOCS6,9306,26692956//27811366,miRTarBase,Experiment
hsa-miR-155-5p,RPTOR,57521,27284727,miRTarBase,-
hsa-miR-155-5p,TFAM,7019,25869329,miRTarBase,Experiment
hsa-miR-155-5p,STAT1,6772,28418858,miRTarBase,Experiment
hsa-miR-155-5p,CCND2,894,26986233,miRTarBase,Prediction
hsa-miR-155-5p,CASP3,836,26574931,miRTarBase,Experiment
hsa-miR-155-5p,TBRG1,84897,26497687,miRTarBase,-
hsa-miR-155-5p,HOMEZ,57594,26497687,miRTarBase,-
hsa-miR-155-5p,NR1H3,10062,27746237,miRTarBase,-
hsa-miR-155-5p,PTEN,5728,27811366//28132399,miRTarBase,Experiment
hsa-miR-155-5p,FBXW7,55294,27904771,miRTarBase,Experiment
hsa-miR-155-5p,SAMHD1,25939,25890101,miRTarBase,-
hsa-miR-15a-3p,BMI1,648,27596816,miRTarBase,Experiment
hsa-miR-15a-3p,TWIST1,7291,28123352,miRTarBase,Experiment
hsa-miR-15a-3p,MAP3K9,4293,28081468,miRTarBase,-
hsa-miR-15a-3p,BCL2,596,27596960,miRTarBase,Experiment
hsa-miR-15a-5p,BMI1,648,19903841//26717043//26894855,miRTarBase,Experiment
hsa-miR-15a-5p,WNT3A,89780,18931683//21106054,miRTarBase,Experiment
hsa-miR-15a-5p,MYB,4602,18818396//21205891//28337280,miRTarBase,Experiment
hsa-miR-15a-5p,CDC25A,993,18949056,miRTarBase,Experiment
hsa-miR-15a-5p,CCND2,894,19549910,miRTarBase,Prediction
hsa-miR-15a-5p,BCL2,596,17707831//19478946//20876285//16166262//19903841//26397135,miRTarBase,Experiment
hsa-miR-15a-5p,CCND1,595,19591824//19549910//18931683//26993269,miRTarBase,Experiment
hsa-miR-15a-5p,CCNE1,898,19591824//19549910//19117988//23900351//26397135,miRTarBase,-
hsa-miR-15a-5p,DMTF1,9988,15131085,miRTarBase,-
hsa-miR-15a-5p,BRCA1,672,19144710,miRTarBase,Experiment
